,NM_UE,NM_PARTIDO,DS_CARGO,DS_NACIONALIDADE,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_COR_RACA,DS_OCUPACAO,VR_DESPESA_MAX_CAMPANHA,ST_REELEICAO
72467,GUARULHOS,PARTIDO VERDE,PREFEITO,BRASILEIRA NATA,65,MASCULINO,SUPERIOR COMPLETO,BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),5275630,N
72480,ARTUR NOGUEIRA,PODEMOS,PREFEITO,BRASILEIRA NATA,69,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,205747,N
72519,BIRIGUI,PARTIDO DEMOCRÁTICO TRABALHISTA,PREFEITO,BRASILEIRA NATA,29,MASCULINO,SUPERIOR COMPLETO,BRANCA,POLICIAL CIVIL,809749,N
72539,ADAMANTINA,DEMOCRATAS,PREFEITO,BRASILEIRA NATA,57,MASCULINO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO SUPERIOR,123077,S
72558,POPULINA,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,52,MASCULINO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO ESTADUAL,123077,N
72612,MORRO AGUDO,PARTIDO LIBERAL,PREFEITO,BRASILEIRA NATA,67,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),501745,N
72774,IGUAPE,DEMOCRATAS,PREFEITO,BRASILEIRA NATA,54,MASCULINO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO ESTADUAL,561935,N
72874,NAZARÉ PAULISTA,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,50,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,123077,N
72876,CARAPICUÍBA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,45,MASCULINO,SUPERIOR COMPLETO,BRANCA,PREFEITO,1419315,N
72877,IBIRÁ,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,53,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,AGRICULTOR,123077,N
72881,TAIÚVA,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,54,MASCULINO,SUPERIOR COMPLETO,BRANCA,PREFEITO,123077,S
72971,BARUERI,PARTIDO REPUBLICANO DA ORDEM SOCIAL,PREFEITO,BRASILEIRA NATA,46,MASCULINO,SUPERIOR INCOMPLETO,SEM INFORMAÇÃO,SERVIDOR PÚBLICO MUNICIPAL,3954041,N
72977,SÃO PAULO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,40,MASCULINO,SUPERIOR COMPLETO,BRANCA,PREFEITO,51799384,N
72982,OSVALDO CRUZ,PATRIOTA,PREFEITO,BRASILEIRA NATA,43,MASCULINO,ENSINO MÉDIO INCOMPLETO,BRANCA,EMPRESÁRIO,123077,N
72988,GUAPIAÇU,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PREFEITO,BRASILEIRA NATA,63,MASCULINO,SUPERIOR COMPLETO,BRANCA,PREFEITO,256439,S
72993,TABAPUÃ,REPUBLICANOS,PREFEITO,BRASILEIRA NATA,67,MASCULINO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO CIVIL APOSENTADO,123077,N
73010,NIPOÃ,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,50,FEMININO,SUPERIOR COMPLETO,BRANCA,OUTROS,123077,N
73071,VARGEM,PATRIOTA,PREFEITO,BRASILEIRA NATA,51,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,MILITAR REFORMADO,123077,N
73085,PALESTINA,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,77,MASCULINO,SUPERIOR COMPLETO,BRANCA,ODONTÓLOGO,123077,N
73092,SALESÓPOLIS,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,36,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,123077,N
73117,TAIAÇU,PARTIDO DOS TRABALHADORES,PREFEITO,BRASILEIRA NATA,68,MASCULINO,SUPERIOR COMPLETO,BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),123077,N
73154,VALPARAÍSO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PREFEITO,BRASILEIRA NATA,56,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,COMERCIANTE,123077,S
73210,PARAPUÃ,PARTIDO LIBERAL,PREFEITO,BRASILEIRA NATA,61,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,PREFEITO,123077,N
73220,ITUPEVA,PARTIDO DEMOCRÁTICO TRABALHISTA,PREFEITO,BRASILEIRA NATA,55,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO,551834,N
73286,CÂNDIDO MOTA,PATRIOTA,PREFEITO,BRASILEIRA NATA,74,MASCULINO,SUPERIOR COMPLETO,BRANCA,"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",123077,N
73304,BATATAIS,PARTIDO SOCIALISMO E LIBERDADE,PREFEITO,BRASILEIRA NATA,64,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,172991,N
73313,MONTE APRAZÍVEL,AVANTE,PREFEITO,BRASILEIRA NATA,50,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PRETA,MOTOBOY,123077,N
73314,BURI,REPUBLICANOS,PREFEITO,BRASILEIRA NATA,56,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,OUTROS,123077,N
73336,UBARANA,REPUBLICANOS,PREFEITO,BRASILEIRA NATA,53,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,VEREADOR,123077,N
73355,BARRA BONITA,PARTIDO SOCIAL LIBERAL,PREFEITO,BRASILEIRA NATA,51,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,EMPRESÁRIO,123077,N
73491,SANTO ANASTÁCIO,PARTIDO SOCIALISMO E LIBERDADE,PREFEITO,BRASILEIRA NATA,33,MASCULINO,SUPERIOR COMPLETO,BRANCA,VEREADOR,123077,N
73496,ARARAS,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,45,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,785724,N
73520,AMERICANA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,28,MASCULINO,SUPERIOR COMPLETO,BRANCA,VEREADOR,1277146,N
73554,BARRETOS,PODEMOS,PREFEITO,BRASILEIRA NATA,58,FEMININO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO MUNICIPAL,308606,N
73574,AMÉRICO BRASILIENSE,PARTIDO DOS TRABALHADORES,PREFEITO,BRASILEIRA NATA,50,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,"TÉCNICO DE ELETRICIDADE, ELETRÔNICA E TELECOMUNICAÇÕES",123077,N
73585,SÃO LOURENÇO DA SERRA,REPUBLICANOS,PREFEITO,BRASILEIRA NATA,54,MASCULINO,SUPERIOR COMPLETO,BRANCA,MÉDICO,123077,N
73743,ORINDIÚVA,DEMOCRATAS,PREFEITO,BRASILEIRA NATA,54,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,EMPRESÁRIO,123077,N
73765,ESTRELA DO NORTE,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,39,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS,123077,N
73771,PALMITAL,PODEMOS,PREFEITO,BRASILEIRA NATA,67,MASCULINO,SUPERIOR COMPLETO,BRANCA,MÉDICO,123077,N
73821,NEVES PAULISTA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,42,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,PREFEITO,123077,S
73874,ITAPECERICA DA SERRA,AVANTE,PREFEITO,BRASILEIRA NATA,41,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,SERVIDOR PÚBLICO MUNICIPAL,542352,N
73897,CARDOSO,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,57,MASCULINO,SUPERIOR COMPLETO,BRANCA,PREFEITO,123077,N
73931,SÃO JOSÉ DOS CAMPOS,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,52,MASCULINO,SUPERIOR COMPLETO,BRANCA,PREFEITO,1845489,N
73956,UBATUBA,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,50,MASCULINO,SUPERIOR COMPLETO,BRANCA,PREFEITO,552914,N
73970,VÁRZEA PAULISTA,PARTIDO SOCIALISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,48,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO,1014755,N
74068,TAUBATÉ,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PREFEITO,BRASILEIRA NATA,57,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO,1149422,N
74095,BORÁ,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,44,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,SERVIDOR PÚBLICO MUNICIPAL,123077,N
74230,LORENA,PARTIDO COMUNISTA DO BRASIL,PREFEITO,BRASILEIRA NATA,56,MASCULINO,SUPERIOR COMPLETO,INDÍGENA,PROFESSOR DE ENSINO SUPERIOR,460975,N
74246,CEDRAL,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,50,FEMININO,SUPERIOR COMPLETO,BRANCA,ADMINISTRADOR,123077,N
74297,MARINÓPOLIS,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PREFEITO,BRASILEIRA NATA,55,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,AGRICULTOR,123077,S
74357,REGISTRO,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,43,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,EMPRESÁRIO,335027,N
74388,MIRANDÓPOLIS,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,70,MASCULINO,SUPERIOR COMPLETO,PARDA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),123077,N
74418,CAMPOS DO JORDÃO,PROGRESSISTAS,PREFEITO,BRASILEIRA NATA,45,FEMININO,SUPERIOR COMPLETO,BRANCA,VEREADOR,228636,N
74531,RUBIÁCEA,PARTIDO SOCIALISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,49,MASCULINO,SUPERIOR COMPLETO,BRANCA,POLICIAL MILITAR,123077,N
74533,CLEMENTINA,PARTIDO VERDE,PREFEITO,BRASILEIRA NATA,59,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,123077,N
74543,IGARAÇU DO TIETÊ,CIDADANIA,PREFEITO,BRASILEIRA NATA,34,MASCULINO,SUPERIOR COMPLETO,BRANCA,FISIOTERAPEUTA E TERAPEUTA OCUPACIONAL,123077,N
74563,ITUPEVA,PARTIDO LIBERAL,PREFEITO,BRASILEIRA NATA,54,MASCULINO,SUPERIOR COMPLETO,PARDA,JORNALISTA E REDATOR,551834,N
74580,JABOTICABAL,PARTIDO SOCIAL LIBERAL,PREFEITO,BRASILEIRA NATA,58,MASCULINO,SUPERIOR COMPLETO,BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),442045,N
74595,SÃO CARLOS,REPUBLICANOS,PREFEITO,BRASILEIRA NATA,41,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO,1444432,N
74620,MIRASSOL,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,43,MASCULINO,SUPERIOR COMPLETO,BRANCA,PREFEITO,123077,S
74624,PACAEMBU,PARTIDO LIBERAL,PREFEITO,BRASILEIRA NATA,35,MASCULINO,SUPERIOR COMPLETO,BRANCA,CONTADOR,123077,N
74633,CACHOEIRA PAULISTA,PODEMOS,PREFEITO,BRASILEIRA NATA,58,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,VEREADOR,232443,N
74664,GUAREÍ,PROGRESSISTAS,PREFEITO,BRASILEIRA NATA,54,MASCULINO,SUPERIOR COMPLETO,SEM INFORMAÇÃO,AGENTE DE SAÚDE E SANITARISTA,123077,N
74665,LINDÓIA,PARTIDO SOCIALISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,37,MASCULINO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO MÉDIO,123077,N
74707,CAÇAPAVA,PARTIDO LIBERAL,PREFEITO,BRASILEIRA NATA,55,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,EMPRESÁRIO,424108,N
74715,SANTA MERCEDES,PODEMOS,PREFEITO,BRASILEIRA NATA,34,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO,123077,N
74733,ARUJÁ,PARTIDO REPUBLICANO DA ORDEM SOCIAL,PREFEITO,BRASILEIRA NATA,56,MASCULINO,SUPERIOR COMPLETO,PARDA,VEREADOR,715162,N
74737,CATANDUVA,PROGRESSISTAS,PREFEITO,BRASILEIRA NATA,43,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO,1213625,N
74773,ORINDIÚVA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,45,FEMININO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO,123077,N
74775,ARAÇATUBA,PODEMOS,PREFEITO,BRASILEIRA NATA,35,MASCULINO,SUPERIOR COMPLETO,BRANCA,MÉDICO,2781589,N
74798,REGENTE FEIJÓ,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,71,MASCULINO,SUPERIOR COMPLETO,BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),123077,N
74833,SÃO LUÍS DO PARAITINGA,PARTIDO SOCIALISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,39,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,OUTROS,123077,N
74843,SÃO JOSÉ DA BELA VISTA,PARTIDO DOS TRABALHADORES,PREFEITO,BRASILEIRA NATA,52,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,OUTROS,123077,N
74846,GUZOLÂNDIA,PODEMOS,PREFEITO,BRASILEIRA NATA,61,MASCULINO,SUPERIOR COMPLETO,BRANCA,FARMACÊUTICO,123077,N
74866,PERUÍBE,DEMOCRACIA CRISTÃ,PREFEITO,BRASILEIRA NATA,47,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO,1172990,N
74886,FERNÃO,DEMOCRATAS,PREFEITO,BRASILEIRA NATA,65,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),123077,N
74888,VARGEM GRANDE PAULISTA,PARTIDO COMUNISTA DO BRASIL,PREFEITO,BRASILEIRA NATA,46,MASCULINO,SUPERIOR INCOMPLETO,PARDA,COMERCIANTE,256015,N
74927,TUPÃ,PATRIOTA,PREFEITO,BRASILEIRA NATA,74,MASCULINO,SUPERIOR COMPLETO,BRANCA,OUTROS,728209,N
74936,DRACENA,PARTIDO LIBERAL,PREFEITO,BRASILEIRA NATA,47,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO,303979,N
74994,CAMPINAS,PARTIDO DOS TRABALHADORES,PREFEITO,BRASILEIRA NATA,39,MASCULINO,SUPERIOR COMPLETO,BRANCA,MÉDICO,5076367,N
75000,UNIÃO PAULISTA,PARTIDO VERDE,PREFEITO,BRASILEIRA NATA,29,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",123077,N
75008,CAMPOS NOVOS PAULISTA,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,41,MASCULINO,LÊ E ESCREVE,BRANCA,COMERCIANTE,123077,N
75014,SUZANO,PARTIDO COMUNISTA DO BRASIL,PREFEITO,BRASILEIRA NATA,37,MASCULINO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO FUNDAMENTAL,2095836,N
75027,ITAPETININGA,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,67,MASCULINO,SUPERIOR COMPLETO,BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),223387,N
75030,IRACEMÁPOLIS,PARTIDO LIBERAL,PREFEITO,BRASILEIRA NATA,47,FEMININO,SUPERIOR COMPLETO,BRANCA,ASSISTENTE SOCIAL,123077,N
75080,SANTA CLARA D'OESTE,PROGRESSISTAS,PREFEITO,BRASILEIRA NATA,52,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO,123077,N
75126,SÃO BERNARDO DO CAMPO,PARTIDO DOS TRABALHADORES,PREFEITO,BRASILEIRA NATA,61,MASCULINO,SUPERIOR COMPLETO,BRANCA,TRABALHADOR METALÚRGICO E SIDERÚRGICO,5245994,N
75156,SÃO BERNARDO DO CAMPO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,46,MASCULINO,SUPERIOR COMPLETO,BRANCA,PREFEITO,5245994,N
75204,JALES,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,41,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADMINISTRADOR,200791,N
75227,CABRÁLIA PAULISTA,PARTIDO SOCIALISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,60,MASCULINO,LÊ E ESCREVE,BRANCA,AGRICULTOR,123077,N
75235,PEDRANÓPOLIS,SOLIDARIEDADE,PREFEITO,BRASILEIRA NATA,40,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,OUTROS,123077,N
75239,PARIQUERA-AÇU,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,53,MASCULINO,SUPERIOR COMPLETO,BRANCA,VEREADOR,197380,N
75413,VARGEM GRANDE PAULISTA,REPUBLICANOS,PREFEITO,BRASILEIRA NATA,39,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,EMPRESÁRIO,256015,N
75431,GUARUJÁ,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,61,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,1482035,N
75449,SERRA NEGRA,PATRIOTA,PREFEITO,BRASILEIRA NATA,56,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,EMPRESÁRIO,123077,N
75459,LIMEIRA,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,76,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO,866456,N
75486,IEPÊ,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,62,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,123077,N
75487,GÁLIA,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PREFEITO,BRASILEIRA NATA,77,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,AGRICULTOR,123077,N
75496,SÃO BERNARDO DO CAMPO,PARTIDO SOCIALISMO E LIBERDADE,PREFEITO,BRASILEIRA NATA,64,FEMININO,SUPERIOR COMPLETO,PRETA,ADVOGADO,5245994,N
75539,PIRAJU,DEMOCRATAS,PREFEITO,BRASILEIRA NATA,75,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),123077,S
75541,MARABÁ PAULISTA,PARTIDO DEMOCRÁTICO TRABALHISTA,PREFEITO,BRASILEIRA NATA,61,MASCULINO,SUPERIOR COMPLETO,PARDA,ADVOGADO,123077,N
75563,SANTA CRUZ DO RIO PARDO,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,32,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADMINISTRADOR,182087,N
75584,ARUJÁ,PROGRESSISTAS,PREFEITO,BRASILEIRA NATA,42,MASCULINO,SUPERIOR COMPLETO,BRANCA,POLICIAL MILITAR,715162,N
75673,GUAIÇARA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,35,MASCULINO,SUPERIOR COMPLETO,BRANCA,PREFEITO,123077,S
75688,IBIÚNA,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,51,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,AGRICULTOR,123077,N
75710,GENERAL SALGADO,PARTIDO SOCIALISMO E LIBERDADE,PREFEITO,BRASILEIRA NATA,40,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,CONTADOR,123077,N
75733,LOURDES,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,73,MASCULINO,ENSINO MÉDIO INCOMPLETO,BRANCA,AGRICULTOR,123077,N
75807,SÃO PAULO,PARTIDO COMUNISTA DO BRASIL,PREFEITO,BRASILEIRA NATA,49,MASCULINO,SUPERIOR INCOMPLETO,PRETA,DEPUTADO,51799384,N
75814,GARÇA,PARTIDO DOS TRABALHADORES,PREFEITO,BRASILEIRA NATA,63,MASCULINO,SUPERIOR COMPLETO,BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),123077,N
75852,CAPIVARI,PROGRESSISTAS,PREFEITO,BRASILEIRA NATA,38,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,416136,N
75916,GUARANI D'OESTE,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,54,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,PREFEITO,123077,N
75925,EMBU-GUAÇU,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,42,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,VEREADOR,338805,N
76020,DIVINOLÂNDIA,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,67,MASCULINO,SUPERIOR COMPLETO,BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),123077,N
76091,ÁGUAS DE SANTA BÁRBARA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,52,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,SERVIDOR PÚBLICO MUNICIPAL,123077,N
76102,CESÁRIO LANGE,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,43,MASCULINO,SUPERIOR COMPLETO,BRANCA,CONTADOR,123077,S
76105,BARUERI,PARTIDO SOCIALISMO E LIBERDADE,PREFEITO,BRASILEIRA NATA,61,MASCULINO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO MÉDIO,3954041,N
76146,EUCLIDES DA CUNHA PAULISTA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,53,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,COMERCIANTE,123077,N
76163,LAVRINHAS,PODEMOS,PREFEITO,BRASILEIRA NATA,56,MASCULINO,ENSINO MÉDIO INCOMPLETO,PARDA,EMPRESÁRIO,123077,N
76169,GUARÁ,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,47,MASCULINO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO MUNICIPAL,123077,N
76173,SUZANO,PARTIDO SOCIAL LIBERAL,PREFEITO,BRASILEIRA NATA,46,MASCULINO,SUPERIOR COMPLETO,BRANCA,BIOMÉDICO,2095836,N
76183,CAMPO LIMPO PAULISTA,PARTIDO DEMOCRÁTICO TRABALHISTA,PREFEITO,BRASILEIRA NATA,50,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,563002,N
76252,TEODORO SAMPAIO,SOLIDARIEDADE,PREFEITO,BRASILEIRA NATA,59,MASCULINO,ENSINO MÉDIO INCOMPLETO,BRANCA,OUTROS,323055,N
76338,REDENÇÃO DA SERRA,PARTIDO LIBERAL,PREFEITO,BRASILEIRA NATA,49,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,SERVIDOR PÚBLICO MUNICIPAL,123077,N
76376,FRANCO DA ROCHA,PARTIDO SOCIALISMO E LIBERDADE,PREFEITO,BRASILEIRA NATA,52,MASCULINO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO MÉDIO,992194,N
76406,CAPÃO BONITO,PODEMOS,PREFEITO,BRASILEIRA NATA,54,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,188516,N
76521,RIO GRANDE DA SERRA,PODEMOS,PREFEITO,BRASILEIRA NATA,55,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,OUTROS,252720,N
76531,TABOÃO DA SERRA,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PREFEITO,BRASILEIRA NATA,44,MASCULINO,SUPERIOR COMPLETO,BRANCA,VEREADOR,1451252,N
76568,PANORAMA,CIDADANIA,PREFEITO,BRASILEIRA NATA,40,MASCULINO,SUPERIOR COMPLETO,SEM INFORMAÇÃO,MÉDICO,123077,S
76616,MONTEIRO LOBATO,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,49,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,PRODUTOR AGROPECUÁRIO,123077,N
76646,SÃO PAULO,PARTIDO NOVO,PREFEITO,BRASILEIRA NATA,37,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO,51799384,N
76670,SALESÓPOLIS,PARTIDO LIBERAL,PREFEITO,BRASILEIRA NATA,39,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,PREFEITO,123077,N
76692,PRESIDENTE VENCESLAU,PARTIDO REPUBLICANO DA ORDEM SOCIAL,PREFEITO,BRASILEIRA NATA,52,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,EMPRESÁRIO,123077,N
76714,SÃO LUÍS DO PARAITINGA,PARTIDO LIBERAL,PREFEITO,BRASILEIRA NATA,46,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,SERVIDOR PÚBLICO FEDERAL,123077,N
76836,IPERÓ,CIDADANIA,PREFEITO,BRASILEIRA NATA,36,MASCULINO,SUPERIOR COMPLETO,BRANCA,MÉDICO,155892,N
77001,SÃO JOÃO DA BOA VISTA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,54,FEMININO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,123077,N
77167,CRUZEIRO,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,34,MASCULINO,SUPERIOR COMPLETO,BRANCA,PREFEITO,368830,S
